Agitated	Agitado
I wish I was special	Eu queria ser especial
But I'm a creep, I'm a weirdo	Mas eu sou uma aberração, sou um esquisitão
What the hell am I doing here?	Que diabos estou fazendo aqui?
Con-science	Cons-ciência
I can't pretend	Eu não posso fingir
Choose how it ends	Escolher como acaba
You slipped away	Você desapareceu
Questions here to stay	Perguntas aqui para ficar
In fear	No medo
In sorrow	Na tristeza
In fear	No medo
In sorrow	Na tristeza
I can't pretend	Eu não posso fingir
Consumed by an ends	Consumido por um final
Try bend the rules	Tente entortar as regras
Rips out the cruels	Rasgar as pistas
In fear	No medo
In sorrow	Na tristeza
In fear	No medo
In sorrow	Na tristeza
I can't pretend	Eu não posso fingir
Choose how it ends	Escolher como acaba
You slipped away	Você desapareceu
Questions here to stay	Perguntas aqui ficaram
In sorrow	No medo
In fear	Na tristeza
In sorrow	No medo
In fear	Na tristeza
In fear	No medo
In sorrow	Na tristeza
Defector	Desertor
Free	Livre
Yeah, I'm free	Sim, estou livre
From your inciting	Das suas incitações
You can't brainwash me	A sua lavagem cerebral não funciona mais em mim
You've got a problem	Agora, você tem um problema
Free	Livre
Yeah I'm free	Sim, estou livre
From society	Da sociedade
You can't control me	Você não pode me controlar
I'm a defector	Eu sou um desertor
You think you're strong and you can't be broken	Você acha que é forte e que não pode ser quebrado
But your empire is dissolving	Mas o seu império está se dissolvendo
You thought, You thought I was weak	Você pensou, você pensou que eu fosse fraco
But you got it wrong	Mas você pensou errado
Look into my eyes	Olhe em meus olhos
I'm a defector	Eu sou um desertor
Free	Livre
Yeah, I'm free	Sim, estou livre
From your inciting	Das suas incitações
You can't brainwash me	A sua lavagem cerebral não funciona mais em mim
You've got a problem	Agora, você tem um problema
Free	Livre
Yeah I'm free	Sim, estou livre
From society	Da sociedade
You can't control me	Você não pode me controlar
I'm a defector	Eu sou um desertor
Your blood is blue and your mind turned green	Seu sangue é azul e a sua mente ficou verde
And your belly is all yellow	E a sua barriga está toda amarela
You believe your throne is too high to be overthrown	Você acha que seu trono é alto demais para ser derrubado
We'll watch it get razed	Nós vamos assistir ele ser arrasado
By a defector	Por um desertor
Free	Livre
Yeah, I'm free	Sim, estou livre
From your inciting	Das suas incitações
You can't brainwash me	A sua lavagem cerebral não funciona mais em mim
You've got a problem	Agora, você tem um problema
Free	Livre
Yeah I'm free	Sim, estou livre
From society	Da sociedade
You can't control me	Você não pode me controlar
I'm a defector	Eu sou um desertor
I'm a defector	Eu sou um desertor
Free	Livre
Yeah, I'm free	Sim, estou livre
From your inciting	Das suas incitações
You can't brainwash me	A sua lavagem cerebral não funciona mais em mim
You've got a problem	Agora, você tem um problema
Free	Livre
Yeah I'm free	Sim, estou livre
From society	Da sociedade
You can't control me	Você não pode me controlar
I'm a defector	Eu sou um desertor
We look for strength and assistance	Nós olhamos para a força e a assistência
Confident that with your help	Confiantes de que com a sua ajuda
Crazy Days	Dias Loucos
I cannot sleep	eu não consigo dormir
There's too much noise in my head	tem muito barulho na minha cabeça
I cannot sleep	Eu não consigo dormir
I wanna be in here instead	quero estar aqui apesar de tudo
When I look at you	quando eu olhar para você
I know that you will never let me down	eu sei que você nunca me decepcionará
So why don't you just get out	então, porque você simplesmente não dá o fora
I never thought that this could come to this	nunca pensei que isto pudesse chegar a esse ponto
I just wanna live my wedded bliss in peace now	eu só quero viver a alegria do meu casamento em paz agora
Could you not hear my shout	você não podia ouvir meu grito
But I can	mas eu posso
To my dismay	para o meu desânimo
You went away	você foi embora
I cannot sleep	eu não consigo dormir
There's too much noise in my head	há muito barulho na minha cabeça
When I look at you	quando eu olhar para você
I know that you will never let me down	eu sei que você nunca me decepcionará
So why don't you just get out	então, porque você simplesmente não dá o fora
I never thought that this could come to this	nunca pensei que isto pudesse chegar a esse ponto
I just wanna live my wedded bliss in peace now	eu só quero viver a alegria do meu casamento em paz agora
Dark Shines	Escuro Ilumina
Passing by you light up my darkest skies	Passando por você ilumina meus céus mais escuros
You'll take only seconds to draw me in	Você só levará segundos para me atrair
So be mine and your innocence I will consume	Seja minha e sua inocência eu consumirei
Dark shines	Escuridão brilha
Bringing me down	Me levando á baixo
Making my heart feel sore	Fazendo meu coração sentir dor
Because it's good	Porque é bom
Hold your hands up to your eyes again	Segure suas mãos nos seus olhos novamente
Hide from the scary scenes, suppress your fears	Esconda-os das cenas assustadoras, suprima seus medos
So be mine and your innocence I will consume	Então seja minha e sua inocência eu consumirei
Dark shines	Escuro ilumina
Bringing me down	Me levando á baixo
Making my heart feel sore	Fazendo meu coração sentir dor
Because it's good	Porque é bom
You're dark shines	Você é o escuro iluminado
Bringing me down	Me levando á baixo
Dead Star	Estrela Morta
Shame on you	Se envergonhe
For thinking	Por pensar
You're an exception	Que você é uma exceção
We're all to blame	Nós somos todos culpados
Crashing down to Earth	Colidindo com a Terra
Wasting and burning out yeah	Desperdiçando e queimando
Fading like a dead star, woah woah	Apagando como uma estrela morta
Harm is cominng your way	Danos estão vindo á você
Yeah it's coming your way	Vindo á você
You used to be everything to me	E você costumava significar tudo pra mim
And now you're tired of fighting	E agora você está cansada de lutar
Tired of fighting,	Cansada de lutar
Fighting yourself	A si mesma
Shame on you	Se envergonhe
For thinking	Por pensar
You're all alone	Que você está completamente sozinha
If you want I'll make you wish you were	Se você quiser, farei você desejar estar só
Failing to impress	Falhando em impressionar
Why can't you sleep with	Porque você não pode dormir com
Someone who'll protect you, yeah	alguém que vai te proteger
Harm is comin your way	Danos estão vindo á você
Its coming your way	Vindo á você
You used to be everything to me	E você costumava significar tudo pra mim
And now your tired of fighting	E agora você está cansada de lutar
Tired of fighting, of fighting yourself	Cansada de lutar a si mesma
Yourself, yourself, yourself	Você mesma, Você mesma, Você Mesma.
Dead Inside	Morto Por Dentro
Revere a million prayers	Reverencie um milhão de orações
And draw me into your holiness	E me atraia para a sua santidade
But there's nothing there	Mas não há nada aí
Light only shines from those who share	A luz só brilha pra quem a compartilha
Unleash a million drones	Liberte um milhão de drones
And confine me then erase me, babe	Então me prenda e depois me apague, querida
Do you have no soul?	Você não tem alma?
It's like it died long ago	Parece que ela morreu á muito tempo
Your lips feel warm to the touch	Seus lábios são quentes ao toque
You can bring me back to life	Você pode me trazer de volta à vida
On the outside you're ablaze and alive	Por fora, você está radiante e viva
But you're dead inside	Mas está morta por dentro
You're free to touch the sky	Você é livre para tocar o céu
Whilst I am crushed and pulverised	Enquanto estou esmagado e pulverizado
Because you need control	Porque você precisa de controle
Now I'm the one who's letting go	Agora eu sou aquele que está se libertando
You like to give an inch	Você gosta de ceder um milímetro
Whilst I am giving infinity	Enquanto eu dou o infinito
But now I've got nothing left	Mas agora não me resta mais nada
You have no cares and I'm bereft	Você não se importa e eu estou desolado
Your skin feels warm to caress	Sua pele é quente ao acariciar
I see magic in your eyes	Vejo mágica em seus olhos
On the outside you're ablaze and alive	Por fora, você está radiante e viva
But you're dead inside	Mas está morta por dentro
Feel me now	Me sinta agora
Hold me, please	Me abrace, por favor
I need you to see who I am	Preciso que você veja quem eu sou
Open up to me	Se abra para mim
Stop hiding from me	Pare de se esconder de mim
It's hurting, babe	Está machucando, querida
Only you can stop the pain	Só você pode parar a dor
Don't leave me out in the cold	Não me deixe aqui fora no frio
Don't leave me out to die	Não me deixe aqui fora pra morrer
I gave you everything	Eu te dei tudo
I can't give you anymore	Não posso te dar mais
Now I've become just like you	Agora me tornei exatamente como você
My lips feel warm to the touch	Meus lábios são quentes ao toque
My words seem so alive	Minhas palavras parecem tão vivas
My skin is warm to caress	Minha pele é quente ao acariciar
I'll control and hypnotise	Vou controlar e hipnotizar
You've taught me to lie without a trace	Você me ensinou a mentir sem nenhum vestígio
And to kill with no remorse	E a matar sem remorso
On the outside	Por fora
Crying Shame	Vergonha Lamentável
Too late	Tarde demais,
Yeah baby it's too late	Sim, querida, é tarde demais
And time has made the spell obey	E o tempo fez o feitiço se cumprir
And now it's trying to desicrate	E agora isso está tentando se profanar
But we had a dream	Mas nós tínhamos um sonho
And it was meant to be	Que deveria se realizar
And we are kissing gods	E nós beijávamos deuses
Against all the odds	Contra as probabilidades
Now it's a crying shame	Agora isso é uma vergonha lamentável
Well it's a crying shame	Bem, isso é uma vergonha lamentável
You don't know who to blame	Você não sabe quem culpar
Will never be the same	Nunca vai ser a mesma coisa
And it's a crying shame	E isso é uma vergonha lamentável
Too much	Demais
And we demolished too much	Nós demolimos demais
An yeah we really fucked it up	E sim, nós realmente fodemos com isso
An yeah baby you lost your touch	É, querida, você perdeu seu toque
But we had a dream	Mas nós tínhamos um sonho
And it was meant to be	Que deveria se realizar
And we are kissing gods	E nós beijávamos deuses
Against all the odds	Contra as probabilidades
Now it's a crying shame	Agora isso é uma vergonha lamentável
Well it's a crying shame	Bem, isso é uma vergonha lamentável
You don't know who to blame	Você não sabe quem culpar
Will never be the same	Nunca vai ser a mesma coisa
Dig Down	Cave Mais Fundo
When hope and love has been lost	Quando a esperança e o amor estiverem perdidos
And you fall to the ground	E você cair ao chão
