Agitated	Agitado
I'm feeling the pressure, I can't break out	Estou sentindo a pressão, não posso escapar
No one can hear me scream and shout	Ninguém pode me ouvir gritar e gritar
Get out of my face, out of my mind	Saia do meu rosto, da minha mente
I see your corruption, I'm not blind	Eu vejo sua corrupção, eu não sou cego
I'll carry the burden and take the strain	Eu vou carregar o fardo e aguentar a tensão
And when I'm done I'll make you pay	E quando eu terminar, farei você pagar
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Don't push me (aah)	Não me empurre (aah)
Don't push me (aah)	Não me empurre (aah)
Let me off the ground (don't push me)	Deixe-me sair do chão (não me empurre)
To you I'm no longer bound (ooh, wee, aah)	A você eu não estou mais preso (ooh, wee, aah)
Don't curb me (ooh, wee, aah)	Não me reprima (ooh, wee, aah)
Don't thwart me (ooh, wee, aah)	Não me frustre (ooh, wee, aah)
I need you out of my head (don't push us)	Eu preciso de você fora da minha cabeça (não nos force)
You got me close to the edge (no pressure)	Você me pegou perto da borda (sem pressão)
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Don't push me (aah)	Não me empurre (aah)
Don't push me (aah)	Não me empurre (aah)
Let me off the ground (don't push me)	Deixe-me sair do chão (não me empurre)
To you I'm no longer bound (ooh, wee, aah)	Para você eu não estou mais preso (ooh, wee, aah)
Don't stop me (ooh, wee, aah)	Não me pare (ooh, wee, aah)
Don't block me (ooh, wee, aah)	Não me bloqueie (ooh, wee, aah)
I need you out of my head (don't push us)	Eu preciso de você fora da minha cabeça (não nos force)
You got me close to the edge (no pressure)	Você me pegou perto da borda (sem pressão)
Prague	Praga
It breaks my heart	Quebra meu coração
to leave you far behind	Quando você fica muito para trás
it breaks me up	Quebra-me
to leave so suddenly	Quando você sai assim de repente
knowing we might never	Sabendo que talvez nunca
meet again	Nos reuniremos novamente
It hurts so much	Dói muito
to lose another friend	Perder um amigo
I could hope you're just as sad	Eu espero que você esteja triste
to see me go	Para ver-me ir
but I'd hate to be the cause	Mas eu odeio ser a causa
of grief to someone I like so	De luto para alguém que eu gosto assim
Knowing we might never	Sabendo que talvez nunca
meet again	Nos reuniremos novamente
Psycho	Psicopata
Love, it will get you nowhere	Amor, não vai te levar em lugar nenhum
You're on your own	Você está por conta própria
Lost in the wild	Perdido na selva
So come to me now	Então agora venha para mim
I could use someone like you	Eu poderia usar alguém como você
Someone who'll kill on my command	Alguém que vai matar ao meu comando
And ask no questions	E não fará perguntas
I'm gonna make you	Eu vou fazer você
I'm gonna break you	Eu vou quebrar você
I'm gonna make you	Eu vou fazer de você
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
Your ass belongs to me now	Seu traseiro pertence a mim agora
Are you a human drone?	Você é um drone humano?
(Aye, sir!)	(Sim, senhor!)
Are you a killing machine?	Você é uma máquina de matar?
(Aye, sir!)	(Sim, senhor!)
I'm in control, motherfucker, do you understand?	Eu estou no controle, filho da puta, você entendeu?
(Aye, sir!)	(Sim, senhor!)
Your mind is just a program	Sua mente é apenas um programa
And I'm the virus	E eu sou um vírus
I'm changing the station	Eu estou mudando a estação
I'll improve your thresholds	Eu vou melhorar seus limiares
I'll turn you into a super drone	Eu vou te transformar em um super drone
And you will kill on my command	E você vai matar ao meu comando
And I won't be responsible	E eu não serei responsável
I'm gonna make you	Eu vou fazer você
I'm gonna break you	Eu vou quebrar você
I'm gonna make you	Eu vou fazer de você
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
Your ass belongs to me now	Seu traseiro pertence a mim agora
Are you a psycho killer?	Você é um psicopata assassino?
Say "I'm a psycho killer!"	Diga "Eu sou um psicopata assassino!"
(I am a psycho killer!)	(Eu sou um psicopata assassino!)
Scream it!	Grite!
(I am a psycho killer!)	(Eu sou um psicopata assassino!)
Show me your war face!	Me mostre seu grito de guerra
(AHHHH!)	(AHHHH!)
You are a pussy!	Você é um buceta
I said show me your war face!	Eu disse me mostre seu grito de guerra
(AHHHH!)	(AHHHH!)
I'm gonna make you	Eu vou fazer você
I'm gonna break you	Eu vou quebrar você
I'm gonna make you	Eu vou fazer de você
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
A fucking psycho	A porra de um psicopata
Your ass belongs to me now	Seu traseiro pertence a mim agora
You fucking psycho	A porra de um psicopata
Rain	Rain
Come with me to nowhere	Venha comigo pra lugar nenhum
And I'll show you nothing special	E eu vou te mostrar nada de especial
I'm still pleased to see you	Ainda estou contente por vê-lo
Alive	Vivo
I know you'll forget me	Eu sei que você vai me esquecer
But I don't care 'cause I'm always with you	Mas eu não me importo porque eu estou sempre com você
You don't care for anyone	Você não se importa com ninguém
Ooh	Ooh
I'm not gonna let you	Eu não vou deixar você
I'm not gonna let your love kill me	Eu não vou deixar seu amor me matar
My heart is strong enough	Meu coração está forte o suficiente
To let them know this	Para que eles saibam isto
I just need a witness	Eu só preciso de uma testemunha
To say that I was there to feel this	Para dizer que eu estava lá para sentir isso
You'll forget me	Você vai me esquecer
So come with me to nowhere	Então venha comigo para lugar nenhum
And I'll show you nothing special	E eu vou te mostrar nada de especial
I'm still pleased to see you	Ainda estou contente por vê-lo
Alive	Vivo
I'm not gonna let you	Eu não vou deixar
I'm not gonna let your love kill me	Eu não vou deixar o seu amor me matar
My heart is strong enough	Meu coração está forte o suficiente
To let them know this	Para que eles saibam isto
'Cause I just need to know that I can	Porque eu só preciso de saber que eu posso
'Cause I just need to know that I can	Porque eu só preciso de saber que eu posso
I won't let you	Não vou deixar você
I'm not gonna let your love kill	Eu não vou deixar o seu amor matar
Razor Blades	Navalha
You so lonely, always surrounded	Você tão só, sempre cercada
Stop your screaming, no one can hear	Pare seus gritos, ninguém pode ouvir
All the scars on your skin post no bills	Todas as marcas em sua pele sem contas postadas
Hide from the mirror, the cracks and the memories	Esconda-se do espelho, as rachas e as recordações
Hide from your family, they won't know you now	Esconda de sua família, ela não a reconhecerá agora
For all the holes in our souls, host no thrills	Para todos os buracos em nossas almas, seja anfitrião sem nenhuma emoção
Who you were	Quem você era
Was so beautiful	Era tão bela
Remember you	Lembre-se de você
Who you were...	Quem você era...
I always hoped that things could be different	Eu sempre esperei que as coisas pudessem ser diferentes
And I thought, underneath, you'd be cooler than this	E eu pensei, encoberto, você estaria mais tranqüila que isto
For all the holes in our souls, post no bills	Para todos os buracos em nossas almas, não poste nenhuma conta
Who you were	Quem você era
Was so beautiful	Era tão bela
Resistance	Resistência
Is our secret safe tonight?	Será que nosso segredo está seguro esta noite?
And are we out of sight?	Nós estamos fora de vista?
Or will our world come tumbling down?	Ou será que nosso mundo está desmoronando?
Will they find our hiding place?	Será que descobriram nosso esconderijo?
Is this our last embrace?	Será esse nosso último abraço?
Or will the walls start caving in?	Ou será que as paredes começam a desmoronar?
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
But it should've been right	Mas devia estar certo
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
To let our hearts ignite	Para deixar nossos corações inflamarem
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
Are we digging a hole?	Estamos cavando um buraco?
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
This is out of control	Isto está fora de controle
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
It could never last	Isto poderá não durar
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
Must erase it fast	Precisa apagar isso rápido
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
But it could've been right	Mas poderia estar certo
It could be wrong, could be wrong	Isto pode estar errado, pode estar
Love is our resistance	O amor é a nossa resistência
They'll keep us apart and they won't stop breaking us down	Eles vão nos manter separados e eles não vão parar de nos quebrar
Hold me	Me segure
Our lips must always be sealed	Nossos lábios devem estar sempre selados
If we live our life in fear	Se vivermos a nossa vida com medo
I'll wait a thousand years	Vou esperar mil anos
Just to see you smile again	Só pra ver você sorrir novamente
Calm your prayers for love and peace	Faça suas orações para o amor e paz
You'll wake the thought police	Você vai acordar a polícia do pensamento
We can hide the truth inside	Podemos esconder a verdade dentro
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
But it should've been right	Mas devia estar certo
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
To let our hearts ignite	Para deixar nossos corações inflamarem
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
Are we digging a hole?	Estamos cavando um buraco?
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
This is out of control	Isto está fora de controle
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
It could never last	Isto nunca poderia durar
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
Must erase it fast	Precisa apagar isso rápido
It could be wrong, could be wrong	Isto pode estar errado, pode estar errado
But it could've been right	Mas poderia estar certo
It could be wrong, could be wrong	Isto pode estar errado, pode estar
Love is our resistance	O amor é a nossa resistência
They'll keep us apart and they won't stop breaking us down	Eles vão nos manter separados e eles não vão parar de nos quebrar
Hold me	Me segure
Our lips must always be sealed	Nossos lábios devem estar sempre selados
The night has reached its end	A noite chegou ao seu final
We can't pretend	Não podemos fingir
We must run	Temos de correr
We must run	Temos de correr
It's time to run	É hora de correr
Take us away from here	Leve-nos para longe daqui
Reapers	Ceifeiros
Home	Lar
Its becoming a killing field	Está se tornando um campo de matança
There’s a cross-hair locked on my heart	Há uma mira travada no meu coração
With no recourse	Sem saída
And there’s no one behind the wheel	E não há ninguém no controle
Hellfire	Hellfire
You’re wiping me out	Você está me destruindo
Killed by	Morto por
Drones!	Drones!
(Killed by)	(Morto por)
Drones!	Drones!
(Killed by)	(Morto por)
You rule with lies and deceit	Você governa com mentiras e engano
The world is on your side	E o mundo está do seu lado
You’ve got the CIA, baby	Você tem a CIA, querida
All you’ve done is brutalize	Mas tudo que você fez foi brutalizar
Drones!	Drones!
War	Guerra
War just moved up a gear	A guerra acabou de se modernizar
I don’t think I can handle the truth	Eu acho que não consigo lidar com a verdade
I’m just a pawn	Eu sou apenas um peão
And we’re all expendable	E todos nós somos dispensáveis
Incidentally	Incidentalmente
Electronically erased	Eletronicamente apagados
By your	Pelos seus
Drones!	Drones!
(Killed by)	(Morto por)
Drones!	Drones!
(Killed by)	(Morto por)
You kill by remote control	Você mata por controle remoto
The world is on your side	E o mundo está do seu lado
You’ve got reapers and hawks, babe	Você tem reapers e hawks, querida
Now I am radicalized	Agora, eu estou radicalizado
Drones!	Drones!
You rule with lies and deceit	Você governa com mentiras e engano
The world is on your side	E o mundo está do seu lado
You’ve got the CIA baby	Porque você tem a CIA, querido
All you’ve done is brutalize	Mas tudo que você fez foi brutalizar
You kill by remote control	Você mata por controle remoto
The world is on your side	E o mundo está do seu lado
You’ve got reapers and hawks babe	Você tem reapers e hawks, querido
Now I am radicalized	Agora, eu sou radicalizado
Here come the drones!	Aí vêm os drones!
Recess	Recesso
Resuscitate	Ressuscitado
In my sleep	No meu sono
I wake to see	Acordo para ver
You are never here	Que você nunca esteve aqui
And that losing uses	E que vou perder o costume
Another year	Num outro ano
Face your hopes and fears	Encare suas esperanças e seus medos
I wish	Gostaria
I could relieve this	Que pudesse aliviar isso
There's more	Há muito mais
Hopes that forgive	Esperanças do que perdão
And you've used my life	E você aproveita a minha vida
And the planes and trains	E os aviões e trens
Are too blame	São tão culpados
For tempting us	Por nos persuadir
To refrain	A nos conter
And to cut the cord	E para cortar a corda
And dis everyone	E matar todo mundo
Are but truce absurd	Há um descanso ridículo
I wish	Gostaria
I could believe	De poder acreditar
There was more	Que havia mais
Hopes that forgive	Esperanças do que perdão
And you kissed my life	E você tocou levemente a minha vida
I could believe	De poder acreditar
There was more	Que havia mais
...hopes that forgive	...esperanças do que perdão
...hopes that forgive	...esperanças do que perdão
Revolt	Revolta
How did we get in so much trouble?	Como chegamos em tantos problemas?
Getting out just seems impossible	Sair disso parece impossível
Oppression is persisting	A opressão é persistente
I can’t fight this brain conditioning	Eu não posso lutar contra esse cérebro condicionado
Our freedom’s just a loan	Nossa liberdade é só um empréstimo
Run by machines and drones	Administrado por máquinas e drones
They’ve got us locked into their sights	Eles nos tem na mira
Soon, they’ll control what’s left inside	Daqui a pouco, eles vão controlar o que sobra ai dentro
Don’t try to hide it	Não tente esconder isso
Don’t tell me it’s not there	Não me diga que não está lá
You’ve got strength, you’ve got soul	Você tem força, você tem alma
You’ve felt pain, you’ve felt love	Você já sentiu dor, você já sentiu amor
You can grow (you can grow), you can grow (you can grow)	Você pode crescer (você pode crescer), você pode crescer (você pode crescer)
You can make this world what you want	Você pode fazer deste mundo o que você quer
You can revolt	Você pode se revoltar
You can revolt	Você pode se revoltar
You can revolt	Você pode se revoltar
Can you hear a distant thunder?	Você pode escutar um trovão distante?
Taste earth’s blood and hunger	O gosto da terra é sangue e fome
We live in a toxic jungle	Vivemos em uma selva tóxica
Truth is suppressed to mumbles	A verdade é suprimida até virar murmúrio
They’ll take away our homes	Eles vão tirar nossas casas
They’re just machines and drones	Eles são apenas máquinas e drones
Don’t try to fight it	Não tente lutar contra isso
Don’t tell me you can’t see	Não me diga que você não pode ver
You’ve got strength, you’ve got soul	Você tem força, você tem alma
You’ve felt pain, you’ve felt love	Você já sentiu dor, você já sentiu amor
You can grow (you can grow), you can grow (you can grow)	Você pode crescer (você pode crescer), você pode crescer (você pode crescer)
You can make this world what you want	Você pode fazer deste mundo o que você quer
You can revolt	Você pode se revoltar
You can revolt	Você pode se revoltar
You can revolt	Você pode se revoltar
I can feel your pain	Eu posso sentir sua dor
I can feel your confusion	Eu posso sentir sua confusão
I can see you’re trapped in a maze	Eu posso ver que você está preso em um labirinto
Let’s find a way to escape	Vamos encontrar uma maneira de escapar
You’ve got strength, you’ve got soul	Você tem força, você tem alma
You’re not afraid, you’re not a drone	Você já sentiu dor, você já sentiu amor
You can grow (you can grow), you can grow (you can grow)	Você pode crescer (você pode crescer), você pode crescer (você pode crescer)
You can make this world what you want	Você pode fazer deste mundo o que você quer
You can revolt	Você pode se revoltar
Ruled By Secrecy	Governado Pelo Segredo
Repress and restrain	Reprima e contenha
Steal the pressure and the pain	Roube a pressão e a dor
Wash the blood off your hands	Lave o sangue de suas mãos
This time she won't understand	Dessa vez ela não entenderá
Change in the air	Mudança no ar
They'll hide everywhere	Eles se esconderão em todos os lugares
No-one knows who's in control	Ninguém sabe quem está no controle
You're working you so hard	Você está trabalhando tanto
And you're never in charge	E nunca está no comando
Your death creates success	Sua morte cria sucesso
Rebuild and supress	Reconstrua e suprima
Change in the air	Mudança no ar
They'll hide everywhere	Eles se esconderão em todos os lugares
No-one knows who's in control	Ninguém sabe quem está no controle
Change in the air	Mudança no ar
Save Me	Salve-me
Save me from my superstitions	Salve-me de minhas superstições
Now I’m free	Agora estou livre,
From this old condition	Desta velha condição
Wait just a while	Espere só um pouco
And I’ll greet you with a smile	E eu vou cumprimentá-la com um sorriso
Hold me	Segure-me
Cause I’m sure I’m hated	Porque estou certo de que sou odiado
Promises, they are overrated	Promessas, elas são superestimadas
Wait just a while	Espere só um pouco
While I’m drowning in denial	Enquanto estou me afogando em negação
Turn me into someone like you	Transforma-me em alguém como você
Find a place that we can go to	Encontre um lugar em que possamos ir
Run away and take me with you	Fuja e me leve com você
Don’t let go I need your rescue	Não desista, eu preciso de seu resgate.
Watch me	Observe-me
Cause I’m on a mission	Porque estou em uma missão.
Hold me back, so I’m forced to listen	Me segure, para que eu seja obrigado a ouvir
Don’t let me go	Não me deixe ir
Cause I’m nothing without you	Porque eu não sou nada sem você.
Turn me into someone like you	Transforma-me em algo como você
Find a place that we can go to	Encontre um lugar em que possamos ir
Run away and take me with you	Fuja e me leve com você
Don’t let go I need your rescue	Não desista, eu preciso de seu resgate
Turn me into someone like you	Transforma-me em algo como você
Find a place that we can go to	Encontre um lugar em que possamos ir
Shine	Brilho Acústico
Who cares for the life we earned?	Quem se importa com a vida que temos?
Someone sold all the truth you yearned,	Alguém vendeu toda a verdade que você desejava
Remember when you used to shine	Lembre-se de quando você costumava brilhar
And had no fear or sense of time	E não tenha medo ou razão do tempo
When it creeps up on you	Quando isso se aproxima rastejando de você
You can cry now there's nothing to feel	Pode chorar agora, não há nada para sentir
No ones noticed our loneliness	Ninguém notou a nossa solidão
Remember when you should have teased	Lembre-se de quando você poderia ter se incomodado
And made us scream eternal time	E nos feito gritar por um tempo infinito
I believed that you'd always be here	Acreditei que você sempre estaria aqui
And once you promised a life with no fear	E uma vez que prometeu uma vida sem medo
Please don't break my ideas	Por favor, não destrua as minhas idéias
And say what thing was always real	E diga o qual coisa é real
Showbiz	Showbiz
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
Forcing our darkest souls to unfold	Forçando nossas almas mais obscuras a se revelarem
And forcing our darkest souls to unfold	E forçando nossas almas mais obscuras a se revelarem
And pushing us into self-destruction	E empurrando-nos para autodestruição
Pushing us into self-destruction	Empurrando-nos para autodestruição
And they make me	E eles fazem-me
Make me dream your dreams	Fazem-me sonhar seus sonhos
And they make me	E eles fazem-me
Make me scream your screams	Fazem-me gritar seus gritos
Trying to please you for too long	Tentando agradá-la por muito tempo
Trying to please you for too long	Tentando agradá-la por muito tempo
In visions of greed you wallow	Em visões de ganância você chafurda
Visions of greed you wallow	Visões de ganância você chafurda
Visions of greed you wallow	Visões de ganância você chafurda
Visions of greed you wallow	Visões de ganância você chafurda
And they make me	E eles fazem-me
Make me dream your dreams	Fazem-me sonhar seus sonhos
And they make me	E eles fazem-me
Make me scream your screams	Fazem-me gritar seus gritos
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
Controlling my feelings for too long	Controlando meus sentimentos por muito tempo
And forcing my darkest soul to unfold	E forçando minha alma mais obscura a se revelar
And forcing our darkest souls to unfold	E forçando nossas almas mais obscuras a se revelarem
And pushing us into self-destruction	E empurrando-nos para autodestruição
And pushing us into self-destruction	E empurrando-nos para autodestruição
And they make me	E eles fazem-me
Make me dream your dreams	Fazem-me sonhar seus sonhos
Screenager	Adolescente Viciado Em Telas
Who's so phoney and always surrounded?	Quem é tão falso e está sempre acompanhado?
Stop your screaming - no one can hear	Pare de gritar - ninguém pode ouvir
All the scars on your skin: Post no bills	Todas as cicatrizes na sua pele: Não cole cartazes
Who you were	Quem você foi
Was so beautiful	Era tão lindo
Remember who	Lembre-se quem
Who you were	Quem você foi
Hide from the mirror - the cracks and memories	Esconda-se do espelho - as rachaduras e as memórias
Hide from your family - they won't know you now	Esconda-se da sua família - eles não vão te reconhecer agora
For all the holes in our souls host no thrills	Pois todos os buracos na sua alma não hospedam emoção
Who you were	Quem você foi
Was so beautiful	Era tão lindo
Shrinking Universe	Universo Retraído
Cast your eye	Lance seu olho
tears on to me	Em lágrimas para mim
And I'll show you what you really need	E vou lhe mostrar o que você realmente precisa
Give too much attention	Preste muita atenção
And I'll reflect your imperfections	E vou relfetir suas imperfeições
Can't you see it's over	Não consegue ver que acabou?
Because you're the god of a shrinking universe	Porque você é o Deus de um universo encolhendo
Purposeless survival	Sobrevivência sem propósito
Now there's nothing left to die for	Agora não há nada pelo qual morrer
So don't struggle to recognize	Então não lute para reconhecer
Now the cruelly heart-felt suicide	Agora o suicídio cruelmente sincero
Can't you see it's over	Não consegue ver que acabou?
Because you're the god of a shrinking universe	Porque você é o Deus de um universo encolhendo
Sign O' The Times	Sinal do Fim dos Tempos
In France, a skinny man died of a BIG disease	Na frança, um homem magro morreu de uma grande doença
With a little name	Com pequeno nome
By chance his girlfriend came across a needle	Por acaso, sua namorada se deparou com uma agulha
And soon she did the same	E ela logo fez o mesmo
At home there are 17-year-old boys	Em casa, há garotos de 17 anos
And their idea of fun	E sua ideia de diversão?
Is being in a gang called The Disciples	É estar em uma gangue chamado "os discípulos"
High on crack and totin' a machine gun	Chapados no crack e erguendo uma metralhadora.
Time	Tempo
Times	Momentos
Hurricane Annie ripped the ceiling of a church	Furacão annie arrancou o teto de uma igreja
And killed everyone inside	E matou todos lá dentro
U turn on the telly and every other story	Você liga a tv e as reportagens falam de outra história
Is tellin' U somebody died	Dizendo que alguém morreu
A sister killed her baby cuz she couldn't afford 2 feed it	Uma irmã matou seu bebê porque não tinha condições de alimentá-lo
And yet we're sending people 2 the moon	E ainda nós estamos enviando gente para a lua
In September, my cousin tried reefer 4 the very first time	Em setembro, o meu primo fumou maconha pela primeira vez
Now he's doing horse - it's June	Agora ele está na heroína. - estamos em junho.
Times	Momentos
Times	Momentos
It's silly, no?	É bobagem, não?
When a rocket ship explodes and everybody still wants 2 fly	Quando um foguete explode e... E todos ainda querem voar
But some say a man ain't happy unless a man truly dies	Mas uns falaram que um homem é infeliz a menos que esteja totalmente morto
Oh why?	Oh por quê?
Time	Tempo
Time	Tempo
Baby make a speech, Star Wars fly	Baby, faça um discurso de quem vê "guerra nas estrelas"
Neighbors just shine it on	Vizinhos apenas são telespectadores
But if a night falls and a bomb falls	Mas se a noite cair e uma bomba cair?
Will anybody see The Dawn?	Alguém verá o amanhecer?
Time	Tempo
Times	Momentos
Is it silly, no?	É bobagem, não?
When a rocket blows and.. and everybody still wants 2 fly	Quando um foguete cai e... E todos ainda querem voar
Some say a man ain't happy truly until a man truly dies	Alguém disse que um homem não é verdadeiramente feliz até que ele esteja realmente morto
Oh why, oh why?	Oh por que, por que?
Sign "O" the times	Sinal do fim dos tempos
Time	Tempo
Time	Tempo
Sign "O" the times mess with your mind	Você fica perturbado com os sinais do fim dos tempos
Hurry before it's 2 late	Depressa, antes que seja tarde demais
Let's fall in love, get married, have a baby	Vamos nos apaixonar, casar, ter um bebê
We'll call him Nate	Vamos chamá-lo Nate
If it's a boy	Caso seja um menino
Time	Tempo
Times	Momentos
Sing For Absolution	Cante Por Absolvição
Lips are turning blue	Lábios estão tornando-se azuis
A kiss that can't renew	Um beijo que não pode renovar
I only dream of you	Eu somente sonho com você
My beautiful	Minha bela.
Tiptoe to your room	Cuidadoso até seu quarto
A starlight in the gloom	Um brilho de estrela na penumbra
I only dream of you	Eu somente sonho com você
And you never knew	E você nunca soube.
Sing for absolution	Cante por absolvição
I will be singing	Eu estarei cantando
And falling from your grace	E caindo da sua graça.
There's nowhere left to hide	Não sobrou lugar para se esconder
And no one to confide	E ninguém para confiar
The truth burns deep inside	E a verdade queima lá dentro
And will never die	E nunca irá morrer.
Lips are turning blue	Lábios estão tornando-se azuis
A kiss that can't renew	Um beijo que não pode renovar
I only dream of you	Eu somente sonho com você
My beautiful	Minha bela.
Sing for absolution	Cante por absolvição
I will be singing	Eu estarei cantando
